Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD9108,Surat,DEF Academy,3rd,Robotics,Mass-Mailing
LD9109,Pune,ABC Institute,3rd,Data Science,Whatsapp
LD9110,Surat,XYZ University,2nd,Robotics,LinkedIn
LD9111,Surat,PQR College,3rd,AI,Whatsapp
LD9112,Ahmedabad,PQR College,1st,AI,Google Form
LD9113,Pune,PQR College,2nd,Data Science,Mass-Mailing
LD9114,Delhi,ABC Institute,2nd,Data Science,LinkedIn
LD9115,Ahmedabad,XYZ University,4th,AI,College Collaboration
LD9116,Mumbai,ABC Institute,2nd,AI,Google Form
LD9117,Ahmedabad,PQR College,3rd,Electric Vehicle,Mass-Mailing
LD9118,Surat,ABC Institute,1st,AI,Whatsapp
LD9119,Pune,PQR College,3rd,AI,College Collaboration
LD9120,Delhi,PQR College,3rd,Robotics,LinkedIn
LD9121,Pune,PQR College,2nd,Electric Vehicle,Mass-Mailing
LD9122,Delhi,XYZ University,1st,Robotics,Whatsapp
LD9123,Delhi,XYZ University,2nd,Electric Vehicle,LinkedIn
LD9124,Delhi,DEF Academy,3rd,Electric Vehicle,Whatsapp
LD9125,Ahmedabad,XYZ University,2nd,Electric Vehicle,Instagram
LD9126,Delhi,ABC Institute,2nd,Data Science,Google Form
LD9127,Ahmedabad,PQR College,2nd,Electric Vehicle,LinkedIn
LD9128,Delhi,ABC Institute,1st,Robotics,LinkedIn
LD9129,Ahmedabad,XYZ University,3rd,AI,Google Form
LD9130,Delhi,DEF Academy,1st,AI,Google Form
LD9131,Surat,PQR College,2nd,Electric Vehicle,Instagram
LD9132,Ahmedabad,XYZ University,1st,Robotics,Mass-Mailing
LD9133,Ahmedabad,DEF Academy,4th,AI,Whatsapp
LD9134,Ahmedabad,DEF Academy,2nd,Electric Vehicle,Mass-Mailing
LD9135,Delhi,PQR College,3rd,Robotics,Mass-Mailing
LD9136,Mumbai,DEF Academy,3rd,Robotics,Mass-Mailing
LD9137,Surat,XYZ University,3rd,AI,Mass-Mailing
LD9138,Delhi,DEF Academy,2nd,AI,Google Form
LD9139,Delhi,XYZ University,4th,Robotics,Whatsapp
LD9140,Mumbai,PQR College,3rd,AI,Instagram
LD9141,Delhi,ABC Institute,4th,AI,Instagram
LD9142,Pune,ABC Institute,2nd,Data Science,Mass-Mailing
LD9143,Pune,DEF Academy,3rd,AI,Google Form
LD9144,Pune,ABC Institute,2nd,AI,Google Form
LD9145,Surat,ABC Institute,2nd,Electric Vehicle,College Collaboration
LD9146,Ahmedabad,ABC Institute,2nd,Data Science,College Collaboration
LD9147,Surat,ABC Institute,1st,AI,Mass-Mailing
LD9148,Pune,DEF Academy,1st,AI,Mass-Mailing
LD9149,Mumbai,ABC Institute,4th,AI,LinkedIn
LD9150,Surat,XYZ University,1st,Data Science,Mass-Mailing
LD9151,Pune,XYZ University,2nd,AI,Whatsapp
LD9152,Ahmedabad,XYZ University,4th,AI,LinkedIn
LD9153,Pune,ABC Institute,1st,AI,Instagram
LD9154,Mumbai,DEF Academy,1st,AI,Mass-Mailing
LD9155,Ahmedabad,ABC Institute,1st,Data Science,Google Form
LD9156,Surat,DEF Academy,4th,Data Science,Instagram
LD9157,Surat,PQR College,4th,AI,Mass-Mailing
LD9158,Surat,ABC Institute,4th,Data Science,Google Form
LD9159,Pune,DEF Academy,3rd,Electric Vehicle,LinkedIn
LD9160,Pune,DEF Academy,4th,Data Science,Mass-Mailing
LD9161,Pune,XYZ University,2nd,Robotics,Google Form
LD9162,Mumbai,PQR College,3rd,Electric Vehicle,Instagram
LD9163,Ahmedabad,ABC Institute,3rd,Electric Vehicle,LinkedIn
LD9164,Surat,DEF Academy,4th,Data Science,Mass-Mailing
LD9165,Delhi,XYZ University,3rd,Robotics,LinkedIn
LD9166,Delhi,ABC Institute,1st,Robotics,Whatsapp
LD9167,Pune,XYZ University,4th,Data Science,Whatsapp
LD9168,Pune,PQR College,1st,AI,LinkedIn
LD9169,Pune,XYZ University,3rd,Robotics,College Collaboration
LD9170,Delhi,ABC Institute,1st,Data Science,Mass-Mailing
LD9171,Surat,XYZ University,1st,Data Science,College Collaboration
LD9172,Delhi,PQR College,1st,AI,Google Form
LD9173,Delhi,DEF Academy,1st,Electric Vehicle,College Collaboration
LD9174,Mumbai,XYZ University,3rd,Electric Vehicle,College Collaboration
LD9175,Delhi,ABC Institute,2nd,Electric Vehicle,Google Form
LD9176,Pune,DEF Academy,3rd,Robotics,Whatsapp
LD9177,Surat,PQR College,4th,Robotics,Whatsapp
LD9178,Mumbai,PQR College,2nd,Robotics,Mass-Mailing
LD9179,Delhi,ABC Institute,4th,Electric Vehicle,Instagram
LD9180,Delhi,PQR College,3rd,Robotics,Instagram
LD9181,Pune,ABC Institute,2nd,Robotics,Whatsapp
LD9182,Surat,XYZ University,1st,Robotics,College Collaboration
LD9183,Surat,ABC Institute,2nd,Electric Vehicle,Mass-Mailing
LD9184,Pune,DEF Academy,1st,AI,College Collaboration
LD9185,Mumbai,XYZ University,4th,Robotics,College Collaboration
LD9186,Pune,PQR College,4th,AI,LinkedIn
LD9187,Ahmedabad,PQR College,2nd,Data Science,Mass-Mailing
LD9188,Surat,XYZ University,3rd,AI,Google Form
LD9189,Pune,XYZ University,2nd,AI,LinkedIn
LD9190,Mumbai,PQR College,4th,AI,LinkedIn
LD9191,Pune,ABC Institute,2nd,Robotics,Mass-Mailing
LD9192,Pune,DEF Academy,1st,AI,Instagram
LD9193,Surat,ABC Institute,2nd,Robotics,Google Form
LD9194,Mumbai,ABC Institute,4th,Data Science,Instagram
LD9195,Ahmedabad,PQR College,3rd,Data Science,Instagram
LD9196,Delhi,PQR College,4th,Data Science,LinkedIn
LD9197,Pune,PQR College,3rd,Robotics,Google Form
LD9198,Mumbai,ABC Institute,3rd,Data Science,Instagram
LD9199,Surat,ABC Institute,2nd,Robotics,Whatsapp
LD9200,Mumbai,XYZ University,4th,Data Science,Instagram
LD9201,Ahmedabad,ABC Institute,2nd,Data Science,Google Form
LD9202,Ahmedabad,PQR College,2nd,Data Science,Mass-Mailing
LD9203,Mumbai,XYZ University,3rd,Electric Vehicle,LinkedIn
LD9204,Mumbai,ABC Institute,3rd,Data Science,Google Form
LD9205,Delhi,XYZ University,4th,AI,Instagram
LD9206,Ahmedabad,ABC Institute,3rd,Electric Vehicle,Instagram
LD9207,Ahmedabad,XYZ University,4th,Robotics,College Collaboration
LD9208,Surat,DEF Academy,3rd,Robotics,Google Form
LD9209,Surat,PQR College,3rd,Electric Vehicle,Instagram
LD9210,Surat,ABC Institute,1st,AI,Google Form
LD9211,Ahmedabad,XYZ University,3rd,Electric Vehicle,LinkedIn
LD9212,Delhi,XYZ University,1st,Robotics,Google Form
LD9213,Mumbai,PQR College,2nd,Robotics,LinkedIn
LD9214,Delhi,ABC Institute,4th,Data Science,College Collaboration
LD9215,Surat,DEF Academy,1st,AI,College Collaboration
LD9216,Pune,DEF Academy,2nd,Data Science,LinkedIn
LD9217,Mumbai,DEF Academy,1st,AI,Whatsapp
LD9218,Delhi,PQR College,3rd,Electric Vehicle,Google Form
LD9219,Delhi,XYZ University,1st,Electric Vehicle,Instagram
LD9220,Pune,PQR College,3rd,Electric Vehicle,Instagram
LD9221,Delhi,PQR College,2nd,Robotics,Mass-Mailing
LD9222,Ahmedabad,XYZ University,4th,Electric Vehicle,Mass-Mailing
LD9223,Delhi,PQR College,2nd,Electric Vehicle,Google Form
LD9224,Pune,ABC Institute,2nd,Electric Vehicle,LinkedIn
LD9225,Ahmedabad,DEF Academy,1st,Electric Vehicle,Whatsapp
LD9226,Pune,XYZ University,2nd,Electric Vehicle,LinkedIn
LD9227,Mumbai,PQR College,2nd,AI,Mass-Mailing
LD9228,Delhi,XYZ University,3rd,Robotics,Mass-Mailing
LD9229,Mumbai,ABC Institute,2nd,Robotics,Mass-Mailing
LD9230,Mumbai,ABC Institute,1st,Robotics,Whatsapp
LD9231,Mumbai,DEF Academy,4th,Robotics,Mass-Mailing
LD9232,Ahmedabad,PQR College,1st,Data Science,Google Form
LD9233,Ahmedabad,XYZ University,1st,Data Science,College Collaboration
LD9234,Ahmedabad,DEF Academy,3rd,Electric Vehicle,Mass-Mailing
LD9235,Surat,DEF Academy,2nd,Data Science,Instagram
LD9236,Delhi,DEF Academy,1st,AI,College Collaboration
LD9237,Surat,ABC Institute,1st,Electric Vehicle,Mass-Mailing
LD9238,Ahmedabad,XYZ University,4th,Data Science,LinkedIn
LD9239,Pune,ABC Institute,2nd,Data Science,LinkedIn
LD9240,Mumbai,XYZ University,4th,AI,Whatsapp
LD9241,Mumbai,XYZ University,3rd,Electric Vehicle,Instagram
LD9242,Delhi,ABC Institute,1st,Robotics,Whatsapp
LD9243,Pune,DEF Academy,4th,AI,Instagram
LD9244,Pune,PQR College,1st,Data Science,Google Form
LD9245,Mumbai,PQR College,2nd,Robotics,College Collaboration
LD9246,Delhi,ABC Institute,4th,AI,Whatsapp
LD9247,Surat,DEF Academy,2nd,Robotics,LinkedIn
LD9248,Pune,ABC Institute,3rd,Data Science,Google Form
LD9249,Delhi,DEF Academy,2nd,Robotics,College Collaboration
LD9250,Mumbai,XYZ University,1st,Data Science,Mass-Mailing
LD9251,Surat,PQR College,3rd,Data Science,LinkedIn
LD9252,Ahmedabad,ABC Institute,4th,Robotics,Mass-Mailing
LD9253,Pune,XYZ University,2nd,Data Science,College Collaboration
LD9254,Ahmedabad,XYZ University,3rd,Data Science,Whatsapp
LD9255,Delhi,ABC Institute,4th,AI,Whatsapp
LD9256,Pune,ABC Institute,3rd,AI,Mass-Mailing
LD9257,Delhi,XYZ University,4th,Robotics,College Collaboration
LD9258,Mumbai,XYZ University,2nd,Data Science,LinkedIn
LD9259,Pune,XYZ University,3rd,Electric Vehicle,Google Form
LD9260,Surat,XYZ University,3rd,Robotics,Whatsapp
LD9261,Surat,PQR College,1st,AI,Mass-Mailing
LD9262,Mumbai,DEF Academy,2nd,Electric Vehicle,Whatsapp
LD9263,Mumbai,DEF Academy,3rd,Robotics,Mass-Mailing
LD9264,Ahmedabad,DEF Academy,1st,AI,Instagram
LD9265,Delhi,XYZ University,2nd,Electric Vehicle,Mass-Mailing
LD9266,Delhi,XYZ University,3rd,AI,College Collaboration
LD9267,Mumbai,DEF Academy,4th,Data Science,College Collaboration
LD9268,Pune,DEF Academy,2nd,Robotics,LinkedIn
LD9269,Delhi,DEF Academy,2nd,Robotics,LinkedIn
LD9270,Pune,PQR College,3rd,Data Science,LinkedIn
LD9271,Surat,PQR College,4th,Data Science,Mass-Mailing
LD9272,Ahmedabad,DEF Academy,4th,Data Science,Whatsapp
LD9273,Surat,DEF Academy,4th,AI,Whatsapp
LD9274,Mumbai,PQR College,4th,AI,College Collaboration
LD9275,Surat,XYZ University,2nd,Electric Vehicle,Instagram
LD9276,Mumbai,DEF Academy,3rd,Electric Vehicle,Mass-Mailing
LD9277,Mumbai,PQR College,1st,AI,Google Form
LD9278,Ahmedabad,ABC Institute,4th,Data Science,Google Form
LD9279,Ahmedabad,ABC Institute,1st,AI,LinkedIn
LD9280,Surat,XYZ University,1st,Data Science,LinkedIn
LD9281,Mumbai,DEF Academy,1st,Data Science,LinkedIn
LD9282,Surat,ABC Institute,3rd,AI,Whatsapp
LD9283,Surat,ABC Institute,4th,Electric Vehicle,Google Form
LD9284,Pune,ABC Institute,1st,Robotics,LinkedIn
LD9285,Mumbai,ABC Institute,4th,Data Science,Whatsapp
LD9286,Ahmedabad,XYZ University,2nd,AI,Google Form
LD9287,Delhi,DEF Academy,2nd,Data Science,Mass-Mailing
LD9288,Mumbai,PQR College,3rd,Data Science,LinkedIn
LD9289,Delhi,DEF Academy,2nd,AI,Instagram
LD9290,Surat,DEF Academy,3rd,Robotics,Instagram
LD9291,Delhi,PQR College,1st,Electric Vehicle,Whatsapp
LD9292,Ahmedabad,DEF Academy,1st,Electric Vehicle,LinkedIn
LD9293,Ahmedabad,XYZ University,1st,AI,Whatsapp
LD9294,Surat,PQR College,4th,Robotics,LinkedIn
LD9295,Delhi,DEF Academy,2nd,AI,LinkedIn
LD9296,Pune,DEF Academy,4th,AI,Google Form
LD9297,Mumbai,ABC Institute,2nd,AI,College Collaboration
LD9298,Ahmedabad,XYZ University,3rd,AI,Whatsapp
LD9299,Mumbai,DEF Academy,1st,Electric Vehicle,Mass-Mailing
LD9300,Pune,XYZ University,3rd,Robotics,Google Form
LD9301,Ahmedabad,XYZ University,2nd,AI,LinkedIn
LD9302,Surat,ABC Institute,1st,Robotics,Whatsapp
LD9303,Pune,DEF Academy,2nd,Electric Vehicle,Google Form
LD9304,Surat,PQR College,1st,Data Science,Whatsapp
LD9305,Pune,DEF Academy,2nd,AI,Mass-Mailing
LD9306,Mumbai,ABC Institute,1st,AI,Instagram
LD9307,Delhi,PQR College,3rd,Robotics,Mass-Mailing
LD9308,Ahmedabad,PQR College,1st,Robotics,LinkedIn
LD9309,Pune,DEF Academy,1st,Data Science,LinkedIn
LD9310,Pune,ABC Institute,2nd,Electric Vehicle,LinkedIn
LD9311,Mumbai,ABC Institute,2nd,Robotics,College Collaboration
LD9312,Ahmedabad,XYZ University,3rd,Robotics,Mass-Mailing
LD9313,Mumbai,XYZ University,2nd,AI,College Collaboration
LD9314,Ahmedabad,ABC Institute,4th,Data Science,Google Form
LD9315,Pune,PQR College,2nd,Robotics,Google Form
LD9316,Mumbai,ABC Institute,1st,Robotics,College Collaboration
LD9317,Ahmedabad,ABC Institute,4th,Electric Vehicle,LinkedIn
LD9318,Delhi,XYZ University,1st,Electric Vehicle,Mass-Mailing
LD9319,Ahmedabad,PQR College,2nd,Data Science,College Collaboration
LD9320,Pune,ABC Institute,4th,AI,Mass-Mailing
LD9321,Mumbai,ABC Institute,3rd,Electric Vehicle,LinkedIn
LD9322,Ahmedabad,DEF Academy,4th,Electric Vehicle,College Collaboration
LD9323,Mumbai,PQR College,2nd,Electric Vehicle,Instagram
LD9324,Surat,ABC Institute,1st,Data Science,LinkedIn
LD9325,Ahmedabad,XYZ University,4th,Robotics,Google Form
LD9326,Pune,ABC Institute,3rd,Robotics,LinkedIn
LD9327,Mumbai,ABC Institute,2nd,AI,Whatsapp
LD9328,Pune,ABC Institute,4th,Robotics,Google Form
LD9329,Delhi,DEF Academy,4th,Data Science,Google Form
LD9330,Delhi,ABC Institute,4th,AI,LinkedIn
LD9331,Mumbai,PQR College,2nd,Electric Vehicle,College Collaboration
LD9332,Mumbai,ABC Institute,1st,Electric Vehicle,Mass-Mailing
LD9333,Mumbai,XYZ University,2nd,Data Science,Mass-Mailing
LD9334,Mumbai,XYZ University,3rd,Electric Vehicle,Mass-Mailing
LD9335,Delhi,DEF Academy,2nd,Robotics,Whatsapp
LD9336,Mumbai,ABC Institute,1st,Data Science,Google Form
LD9337,Surat,DEF Academy,2nd,AI,Whatsapp
LD9338,Delhi,PQR College,1st,AI,Google Form
LD9339,Mumbai,PQR College,1st,Robotics,Instagram
LD9340,Mumbai,XYZ University,3rd,AI,Instagram
LD9341,Mumbai,PQR College,4th,Robotics,Google Form
LD9342,Delhi,ABC Institute,4th,Data Science,Google Form
LD9343,Mumbai,DEF Academy,3rd,Data Science,Mass-Mailing
LD9344,Pune,ABC Institute,2nd,Electric Vehicle,Mass-Mailing
LD9345,Surat,DEF Academy,3rd,AI,Google Form
LD9346,Delhi,DEF Academy,3rd,Electric Vehicle,LinkedIn
LD9347,Ahmedabad,PQR College,2nd,Data Science,Mass-Mailing
LD9348,Delhi,PQR College,1st,Data Science,Whatsapp
LD9349,Pune,DEF Academy,3rd,AI,LinkedIn
LD9350,Pune,ABC Institute,3rd,Robotics,Google Form
LD9351,Ahmedabad,DEF Academy,4th,Data Science,Instagram
LD9352,Delhi,DEF Academy,2nd,Robotics,Google Form
LD9353,Ahmedabad,DEF Academy,3rd,Robotics,Instagram
LD9354,Ahmedabad,PQR College,3rd,AI,LinkedIn
LD9355,Ahmedabad,PQR College,4th,Data Science,Mass-Mailing
LD9356,Mumbai,XYZ University,3rd,Electric Vehicle,Mass-Mailing
LD9357,Mumbai,PQR College,1st,Robotics,College Collaboration
LD9358,Delhi,XYZ University,3rd,Electric Vehicle,Google Form
LD9359,Pune,ABC Institute,2nd,Data Science,Google Form
LD9360,Pune,ABC Institute,4th,Data Science,LinkedIn
LD9361,Delhi,ABC Institute,2nd,AI,LinkedIn
LD9362,Ahmedabad,DEF Academy,4th,Robotics,Whatsapp
LD9363,Surat,XYZ University,4th,Electric Vehicle,Google Form
LD9364,Ahmedabad,XYZ University,2nd,Electric Vehicle,Mass-Mailing
LD9365,Ahmedabad,PQR College,3rd,Electric Vehicle,Instagram
LD9366,Delhi,PQR College,3rd,Data Science,Mass-Mailing
LD9367,Surat,PQR College,2nd,Robotics,Google Form
LD9368,Delhi,XYZ University,3rd,Electric Vehicle,Whatsapp
LD9369,Mumbai,PQR College,4th,AI,Instagram
LD9370,Ahmedabad,ABC Institute,4th,Electric Vehicle,College Collaboration
LD9371,Surat,XYZ University,3rd,Electric Vehicle,Instagram
LD9372,Pune,XYZ University,2nd,AI,Google Form
LD9373,Delhi,ABC Institute,2nd,Electric Vehicle,College Collaboration
LD9374,Delhi,PQR College,1st,Data Science,Google Form
LD9375,Delhi,PQR College,1st,Robotics,Instagram
LD9376,Surat,ABC Institute,1st,AI,Mass-Mailing
LD9377,Delhi,PQR College,3rd,AI,Mass-Mailing
LD9378,Ahmedabad,XYZ University,4th,Data Science,College Collaboration
LD9379,Mumbai,DEF Academy,3rd,AI,LinkedIn
LD9380,Surat,XYZ University,2nd,AI,LinkedIn
LD9381,Surat,ABC Institute,1st,AI,College Collaboration
LD9382,Mumbai,DEF Academy,3rd,AI,Mass-Mailing
LD9383,Delhi,ABC Institute,2nd,Electric Vehicle,Whatsapp
LD9384,Delhi,DEF Academy,4th,Data Science,Mass-Mailing
LD9385,Delhi,PQR College,2nd,Data Science,LinkedIn
LD9386,Ahmedabad,XYZ University,1st,Robotics,Mass-Mailing
LD9387,Pune,ABC Institute,2nd,Electric Vehicle,Google Form
LD9388,Mumbai,DEF Academy,3rd,AI,Instagram
LD9389,Surat,ABC Institute,3rd,AI,Google Form
LD9390,Pune,XYZ University,4th,Electric Vehicle,LinkedIn
LD9391,Surat,DEF Academy,4th,Data Science,LinkedIn
LD9392,Delhi,XYZ University,2nd,Robotics,Instagram
LD9393,Delhi,DEF Academy,3rd,Electric Vehicle,College Collaboration
LD9394,Pune,DEF Academy,4th,Electric Vehicle,College Collaboration
LD9395,Ahmedabad,DEF Academy,2nd,Electric Vehicle,Google Form
LD9396,Pune,XYZ University,2nd,Robotics,College Collaboration
LD9397,Mumbai,PQR College,3rd,Robotics,College Collaboration
LD9398,Mumbai,ABC Institute,4th,Electric Vehicle,Mass-Mailing
LD9399,Surat,ABC Institute,4th,AI,Google Form
LD9400,Ahmedabad,XYZ University,1st,Robotics,Google Form
LD9401,Delhi,XYZ University,2nd,Robotics,College Collaboration
LD9402,Delhi,DEF Academy,2nd,Robotics,LinkedIn
LD9403,Surat,ABC Institute,3rd,AI,LinkedIn
LD9404,Surat,ABC Institute,3rd,Electric Vehicle,Instagram
LD9405,Pune,DEF Academy,1st,Data Science,LinkedIn
LD9406,Ahmedabad,ABC Institute,2nd,AI,Mass-Mailing
LD9407,Surat,DEF Academy,3rd,AI,LinkedIn
LD9408,Ahmedabad,PQR College,4th,Electric Vehicle,LinkedIn
LD9409,Mumbai,DEF Academy,3rd,AI,College Collaboration
LD9410,Ahmedabad,DEF Academy,4th,Data Science,College Collaboration
LD9411,Pune,XYZ University,2nd,Data Science,Whatsapp
LD9412,Pune,ABC Institute,3rd,Robotics,College Collaboration
LD9413,Surat,XYZ University,4th,AI,Mass-Mailing
LD9414,Surat,XYZ University,2nd,Electric Vehicle,College Collaboration
LD9415,Delhi,ABC Institute,2nd,Electric Vehicle,Whatsapp
LD9416,Ahmedabad,XYZ University,3rd,AI,LinkedIn
LD9417,Ahmedabad,XYZ University,3rd,Robotics,Whatsapp
LD9418,Surat,DEF Academy,1st,Robotics,LinkedIn
LD9419,Mumbai,ABC Institute,4th,Electric Vehicle,Instagram
LD9420,Delhi,PQR College,1st,AI,Google Form
LD9421,Pune,ABC Institute,3rd,Data Science,Instagram
LD9422,Ahmedabad,DEF Academy,2nd,Robotics,Instagram
LD9423,Pune,PQR College,3rd,Robotics,Whatsapp
LD9424,Pune,XYZ University,3rd,AI,Mass-Mailing
LD9425,Ahmedabad,PQR College,3rd,Robotics,College Collaboration
LD9426,Delhi,DEF Academy,2nd,AI,Instagram
LD9427,Delhi,DEF Academy,4th,Robotics,Whatsapp
LD9428,Mumbai,ABC Institute,4th,Data Science,LinkedIn
LD9429,Surat,XYZ University,1st,Electric Vehicle,Instagram
LD9430,Pune,XYZ University,1st,AI,Whatsapp
LD9431,Ahmedabad,DEF Academy,4th,Electric Vehicle,Instagram
LD9432,Ahmedabad,ABC Institute,3rd,AI,LinkedIn
LD9433,Pune,ABC Institute,1st,Robotics,Google Form
LD9434,Pune,PQR College,2nd,AI,Instagram
LD9435,Surat,ABC Institute,4th,Robotics,LinkedIn
LD9436,Delhi,XYZ University,4th,Electric Vehicle,College Collaboration
LD9437,Pune,ABC Institute,2nd,Electric Vehicle,Google Form
LD9438,Delhi,XYZ University,4th,Electric Vehicle,College Collaboration
LD9439,Pune,ABC Institute,3rd,AI,LinkedIn
LD9440,Surat,PQR College,3rd,Electric Vehicle,Mass-Mailing
LD9441,Mumbai,ABC Institute,3rd,AI,LinkedIn
LD9442,Ahmedabad,PQR College,2nd,Robotics,LinkedIn
LD9443,Ahmedabad,PQR College,4th,Data Science,LinkedIn
LD9444,Ahmedabad,ABC Institute,2nd,Electric Vehicle,Whatsapp
LD9445,Pune,XYZ University,4th,AI,LinkedIn
LD9446,Delhi,PQR College,1st,Electric Vehicle,Mass-Mailing
LD9447,Delhi,ABC Institute,2nd,Data Science,College Collaboration
LD9448,Delhi,PQR College,4th,AI,Mass-Mailing
LD9449,Mumbai,XYZ University,1st,Robotics,Mass-Mailing
LD9450,Surat,DEF Academy,3rd,Electric Vehicle,College Collaboration
LD9451,Delhi,PQR College,4th,Data Science,College Collaboration
LD9452,Ahmedabad,PQR College,4th,Electric Vehicle,College Collaboration
LD9453,Mumbai,PQR College,2nd,Electric Vehicle,LinkedIn
LD9454,Ahmedabad,ABC Institute,1st,Data Science,College Collaboration
LD9455,Delhi,XYZ University,1st,Data Science,Whatsapp
LD9456,Pune,DEF Academy,3rd,Electric Vehicle,Instagram
LD9457,Surat,DEF Academy,4th,Robotics,Mass-Mailing
LD9458,Surat,PQR College,4th,Data Science,Google Form
LD9459,Delhi,ABC Institute,3rd,Robotics,LinkedIn
LD9460,Mumbai,XYZ University,1st,Robotics,Whatsapp
LD9461,Surat,XYZ University,1st,AI,Whatsapp
LD9462,Ahmedabad,DEF Academy,2nd,Robotics,College Collaboration
LD9463,Ahmedabad,PQR College,1st,Electric Vehicle,Instagram
LD9464,Delhi,XYZ University,3rd,AI,College Collaboration
LD9465,Delhi,DEF Academy,1st,Electric Vehicle,Google Form
LD9466,Delhi,PQR College,2nd,Data Science,Mass-Mailing
LD9467,Delhi,XYZ University,4th,Data Science,Instagram
LD9468,Surat,XYZ University,4th,AI,Mass-Mailing
LD9469,Delhi,ABC Institute,2nd,Data Science,Mass-Mailing
LD9470,Pune,PQR College,2nd,Electric Vehicle,Whatsapp
LD9471,Pune,XYZ University,3rd,Data Science,LinkedIn
LD9472,Ahmedabad,ABC Institute,3rd,Robotics,College Collaboration
LD9473,Delhi,PQR College,2nd,Data Science,Google Form
LD9474,Pune,DEF Academy,2nd,AI,College Collaboration
LD9475,Surat,ABC Institute,2nd,Robotics,Instagram
LD9476,Ahmedabad,ABC Institute,1st,Robotics,LinkedIn
LD9477,Ahmedabad,DEF Academy,2nd,AI,Mass-Mailing
LD9478,Pune,ABC Institute,2nd,Data Science,Mass-Mailing
LD9479,Surat,ABC Institute,1st,Robotics,Google Form
LD9480,Ahmedabad,PQR College,3rd,AI,Whatsapp
LD9481,Delhi,PQR College,4th,Data Science,Instagram
LD9482,Surat,PQR College,2nd,Data Science,LinkedIn
LD9483,Delhi,ABC Institute,2nd,Robotics,Whatsapp
LD9484,Pune,DEF Academy,3rd,Electric Vehicle,Whatsapp
LD9485,Delhi,DEF Academy,3rd,Data Science,Mass-Mailing
LD9486,Surat,DEF Academy,2nd,Data Science,Whatsapp
LD9487,Pune,PQR College,4th,AI,Instagram
LD9488,Mumbai,ABC Institute,4th,Robotics,College Collaboration
LD9489,Delhi,ABC Institute,1st,Robotics,Whatsapp
LD9490,Surat,ABC Institute,2nd,Data Science,Mass-Mailing
LD9491,Mumbai,XYZ University,3rd,Data Science,College Collaboration
LD9492,Pune,PQR College,4th,Robotics,Google Form
LD9493,Mumbai,DEF Academy,3rd,AI,Google Form
LD9494,Surat,ABC Institute,2nd,Robotics,Google Form
